id,income_category,gender,total_revolving_bal,total_ct_chng_q4_q1,contacts_count_12_mon,total_trans_ct,total_amt_chng_q4_q1,months_inactive_12_mon,total_relationship_count,culture_objects_top_25,product_type,radiation_raion,detention_facility_km,num_room,__price_predict,__churn_prob,__priority
5258,4,0,475,0.748,2,31,0.573,3,5,0,0,0,32.09179982,1.0,3.9247463753324903,0.0463882546455893,2038.0
3029,4,0,940,1.048,3,69,0.82,3,3,0,0,1,3.333711717,1.0,5.70859487534811,0.3443372094487348,2039.0
3416,4,0,2259,0.77,2,78,0.675,3,3,0,1,0,26.71177825,1.0,3.743664339376175,1.8906212796110575e-05,2040.0
94,4,0,0,0.623,3,73,0.82,3,3,1,1,1,3.939381726,2.0,5.16503421213302,0.2750331669747166,2041.0
7084,4,0,2189,0.427,2,73,0.859,3,6,0,1,0,30.31303863,1.0,4.033841044376344,0.0716096457405375,2042.0
2785,4,0,1820,0.715,2,88,0.67,3,3,0,1,0,37.11540217,1.0,3.745660462105618,3.356896939435104e-05,2043.0
8141,1,0,1231,0.637,2,30,0.533,3,5,0,1,0,37.11540217,1.0,3.761426915912868,0.003955594028979,2044.0
5603,1,0,1922,0.648,2,23,0.869,3,4,0,1,0,26.71177825,1.0,3.775530926265101,0.007499061715492,2045.0
7231,3,1,2384,0.876,2,31,0.712,1,6,0,0,0,39.70749516,2.0,3.748090308545302,7.472755544477011e-05,2046.0
5587,2,1,2020,1.2,2,59,0.895,2,6,0,1,0,26.72617414,1.0,3.7609952128389694,0.0030277446267802,2047.0
6048,2,1,978,0.677,2,39,0.758,2,6,0,1,0,37.11540217,1.0,3.7506485892500816,0.0001860078687512,2048.0
9614,1,1,1301,0.847,2,65,0.615,3,5,0,1,0,37.11540217,1.0,3.750935237602239,3.356896939435104e-05,2049.0
6067,5,1,1254,0.601,3,61,0.835,3,3,0,1,0,25.65760776,2.0,6.012577763042298,0.3758436564121797,2050.0
5753,4,0,942,0.71,2,72,0.689,2,6,0,1,0,37.11540217,1.0,3.753085370046312,0.0,2051.0
4554,3,1,864,0.709,2,82,0.627,2,5,0,1,0,26.71177825,1.0,3.753930430536392,0.0,2052.0
6618,5,1,795,0.752,2,99,0.859,2,2,0,0,0,27.56982119,1.0,3.7580470542535487,0.001,2053.0
9897,3,1,1438,0.664,2,95,0.564,2,5,0,1,0,37.11540217,1.0,3.7556192116647367,0.0,2054.0
8352,3,1,1047,0.667,3,39,0.52,3,3,0,0,1,23.301142,3.0,8.968255334678464,0.5809880265442287,-1.0
6334,2,1,0,0.549,2,74,0.831,2,6,0,1,0,37.11540217,1.0,3.7939150738453913,0.0092636570294374,2056.0
8527,3,1,1736,0.775,2,27,0.544,2,6,0,1,0,37.11540217,1.0,3.76443333774778,0.0015032989840161,2057.0
3681,3,1,1211,0.747,2,33,0.631,2,6,0,1,0,37.11540217,1.0,3.759997479327784,7.472755544477011e-05,2058.0
4043,3,1,0,0.435,2,37,0.399,3,4,0,0,0,27.2627524,1.0,4.938400062451316,0.2385965282923675,2059.0
6917,4,0,562,0.746,2,109,0.836,1,3,0,1,0,37.11540217,1.0,3.7604073784936727,0.0,2060.0
21,4,0,988,0.599,3,76,0.951,2,4,0,1,0,47.95214208,2.0,3.999205605303508,0.0595845998809229,2061.0
3220,3,1,1367,0.778,2,45,0.635,1,6,0,1,0,37.11540217,1.0,3.7616065126333393,9.630267485423604e-05,2062.0
8600,4,0,5,0.668,3,75,0.83,3,2,0,0,1,23.23315009,1.0,5.648937248686862,0.3340614868466756,2063.0
8282,1,1,1361,0.423,3,35,0.638,3,3,0,1,0,7.267002016,3.0,12.325179661763109,0.6947511785622624,-1.0
6629,4,0,1836,0.726,1,77,0.914,2,2,0,0,0,27.22514828,1.0,3.763511940921237,0.0,2065.0
9734,2,1,1038,0.815,2,60,0.757,2,6,0,1,0,26.71177825,1.0,3.766101531517093,0.0001058286182882,2066.0
4922,4,0,1400,0.757,2,63,0.767,3,5,0,0,0,50.46076042,1.0,3.7669330244593446,3.356896939435104e-05,2067.0
5099,4,0,1107,0.621,2,66,0.802,3,3,0,1,0,37.11540217,1.0,3.767741140633224,3.356896939435104e-05,2068.0
4566,5,0,1640,0.642,3,55,0.559,3,3,0,0,0,14.68724101,2.0,7.479210453281439,0.4962392202553102,2069.0
9774,1,1,2150,0.399,2,45,0.389,3,3,0,0,1,10.3388472,2.0,6.40468261058043,0.411672480288725,2070.0
9841,1,1,0,0.559,2,74,0.559,3,6,0,1,0,26.72617414,1.0,3.7899339821825055,0.0055044708830297,2071.0
137,2,1,935,0.653,3,71,0.787,3,3,0,0,1,13.91822955,1.0,5.614128373376966,0.3285036497897211,2072.0
4637,4,0,939,0.638,2,54,0.608,3,5,0,1,0,37.11540217,1.0,3.7827649906962417,0.0032187115882986,2073.0
1782,4,0,855,0.847,1,81,0.593,3,2,0,1,0,36.63165955,1.0,3.770735526647802,3.356896939435104e-05,2074.0
7600,2,1,1792,0.596,2,33,1.094,2,6,0,1,0,28.23085351,1.0,3.804997554084828,0.0085587794090235,2075.0
8836,4,0,0,0.598,3,81,0.72,3,2,0,0,1,3.247109214,2.0,6.884425553751897,0.4519795250609693,2076.0
8210,4,0,1853,0.919,2,70,0.803,1,3,0,1,0,26.71177825,1.0,3.7735412748637422,0.0,2077.0
3544,2,1,1351,0.575,2,110,0.793,2,3,0,1,0,37.11540217,1.0,3.7979508333378464,0.0055607985843953,2078.0
5104,4,0,1474,0.96,2,56,0.636,1,6,0,1,0,37.11540217,1.0,3.780796300137145,0.0007825039543426,2079.0
4611,4,0,1356,0.78,3,83,0.878,3,1,0,1,0,37.11540217,2.0,4.158375335634088,0.0912664920318069,2080.0
8533,2,1,2277,1.085,2,35,1.113,2,6,0,1,0,28.64766734,1.0,3.780718473361572,0.0003082349593994,2081.0
9869,1,1,5,0.751,3,73,0.771,3,3,0,1,0,29.93408532,2.0,5.015612340885215,0.2458981143315181,2082.0
4597,1,1,0,0.599,3,36,0.544,3,3,0,0,0,5.909558836,3.0,10.479199867717428,0.6389754775995055,-1.0
1162,4,0,479,0.722,3,38,0.758,3,5,1,1,0,13.98947264,2.0,7.257270121994543,0.4785252245473345,2084.0
3553,4,0,702,0.499,3,46,0.6,3,5,0,0,1,7.585875934,1.0,5.5086190648215005,0.3129415354331689,2085.0
7056,4,0,2270,0.497,2,27,0.453,2,3,0,0,0,29.55337727,2.0,4.171309482025425,0.0925561083239584,2086.0
9198,4,0,1674,0.759,1,81,0.603,2,2,0,1,0,37.11540217,1.0,3.785400658465999,0.0,2087.0
6693,4,0,1146,0.722,3,18,0.703,3,3,0,0,0,27.76306135,3.0,6.57643912002207,0.4243594280297613,2088.0
1359,1,1,1448,0.596,2,35,0.719,3,3,0,1,0,27.28165928,1.0,3.967241715329308,0.0457026280652383,2089.0
7156,1,1,1585,0.719,2,30,0.612,3,3,0,1,0,26.71177825,1.0,3.858549595031637,0.0186272827849359,2090.0
7383,4,0,792,0.476,3,59,0.627,3,2,0,0,0,9.174873725,3.0,9.82261671475386,0.6143990646733313,-1.0
1045,4,0,1494,0.671,2,67,0.707,3,3,0,1,0,37.63213208,2.0,3.7884528780594415,3.356896939435104e-05,2092.0
4474,4,0,0,0.534,3,66,0.784,3,4,0,0,1,11.19284428,2.0,6.884372948604872,0.4495306553026689,2093.0
6396,4,0,0,0.697,3,52,0.704,3,3,0,0,0,13.61606365,3.0,11.47627109821223,0.6697107176628327,-1.0
2702,2,1,1702,0.694,1,89,0.616,1,2,0,1,0,37.11540217,1.0,3.7935313877968575,0.0,2095.0
4996,3,1,1531,0.752,2,91,0.65,2,2,0,1,0,37.11540217,1.0,3.795944454338525,0.0,2096.0
9126,4,0,1316,0.44,6,53,0.601,3,5,0,1,0,28.5245878,2.0,4.949426616977687,0.232794312217578,2097.0
9027,4,0,2475,0.743,2,72,0.643,3,6,0,0,0,38.31915732,2.0,3.799329516314737,3.356896939435104e-05,2098.0
6530,4,0,1321,0.373,3,64,0.714,2,3,0,0,0,5.229595361,2.0,7.208725247549786,0.4729188414602053,2099.0
906,1,1,1021,0.812,3,42,0.77,3,4,0,1,0,27.25955427,2.0,5.441953086077076,0.3014891354958388,2100.0
6126,3,1,1223,1.177,2,78,0.796,2,4,0,1,0,53.76325575,2.0,3.801302023906699,0.0,2101.0
4197,4,0,1275,0.416,2,29,0.686,3,3,0,1,0,28.25362103,2.0,4.883493424086131,0.2212780852260941,2102.0
2158,4,0,974,0.719,3,70,1.08,3,3,0,0,0,7.955680654,2.0,6.3429126489833205,0.4004063066849306,2103.0
9618,4,0,1468,0.613,3,53,0.6,3,3,0,0,0,13.39608554,2.0,7.570918607774886,0.4976358371801959,2104.0
2066,3,1,1578,0.574,3,60,0.59,3,3,0,0,0,8.161897964,1.0,5.588975119529987,0.3186919586069458,2105.0
42,4,0,1326,0.735,1,61,0.915,2,2,0,0,0,29.27524684,1.0,3.8085183894849446,0.0,2106.0
2779,2,1,1938,0.815,2,47,0.571,2,5,0,1,0,26.71177825,1.0,3.810529888684916,0.0001046879317139,2107.0
5571,3,1,0,0.738,2,93,0.694,3,4,0,1,0,37.11540217,1.0,3.8109410520457567,4.840576464657656e-05,2108.0
9049,4,0,27,0.58,3,23,0.57,2,3,1,0,0,12.7983203,2.0,7.806295996065578,0.511764044366977,-1.0
8279,4,0,23,0.573,3,83,0.756,3,2,0,0,1,7.292536655,1.0,5.430166884935491,0.2980102597804213,2110.0
9669,5,0,1349,0.519,2,81,0.93,2,2,0,1,0,27.28165928,1.0,3.919862392366208,0.027518278018278,2111.0
8094,2,1,0,0.698,2,65,0.695,1,4,0,1,0,37.11540217,1.0,3.812343469778098,0.0,2112.0
3794,4,0,1788,0.745,2,82,0.836,2,2,0,1,0,47.95214208,1.0,3.813269839238891,0.0,2113.0
8973,4,0,1436,0.833,2,70,0.583,3,6,0,1,0,26.71177825,1.0,3.813585768460762,1.8906212796110575e-05,2114.0
8428,1,0,0,0.678,3,48,0.63,3,5,0,0,1,2.884617402,1.0,5.851300182045212,0.3481936109359391,2115.0
8540,4,0,1597,0.547,3,47,0.582,3,4,0,1,0,28.11599063,1.0,4.488972302718372,0.1503554243876309,2116.0
1973,4,0,1695,0.637,3,76,0.689,3,2,0,1,0,12.23917176,1.0,4.502631444460723,0.152912025299013,2117.0
3344,1,1,871,0.664,3,60,0.785,2,3,0,1,0,40.79722618,2.0,4.026281528085686,0.0523834358194415,2118.0
6897,5,0,1398,0.346,2,26,0.278,3,3,0,1,0,28.59128001,2.0,4.702525072641735,0.1880759533880594,2119.0
5797,1,1,540,0.7,2,63,0.696,3,5,0,1,0,37.11540217,1.0,3.8196585842229935,4.840576464657656e-05,2120.0
5236,1,1,0,0.674,3,47,0.723,3,4,0,1,0,25.4396947,2.0,5.540689226313387,0.3104981493384476,2121.0
3592,4,0,18,0.635,3,71,0.842,3,4,0,0,0,29.84464651,2.0,5.064614925507865,0.2455930380456951,2122.0
9807,4,1,45,0.854,2,20,0.679,3,6,0,1,0,37.32034715,1.0,3.9845853559480737,0.0408372003904579,2123.0
6570,4,0,0,0.832,3,96,0.703,3,2,0,1,0,30.31303863,1.0,4.0881584065008925,0.0648831624207829,2124.0
7547,4,0,857,0.826,1,89,0.707,3,2,0,1,0,26.69471,1.0,3.823641415568068,1.8906212796110575e-05,2125.0
4718,2,1,808,0.565,2,60,0.634,2,5,0,1,0,37.11540217,1.0,3.8709543924967833,0.0118323789305285,2126.0
6144,2,1,673,0.778,2,60,0.792,2,6,0,1,0,37.11540217,1.0,3.8310578365429055,0.0014635350758349,2127.0
375,1,0,1358,0.741,2,79,0.769,2,3,0,1,0,26.72617414,1.0,3.826034432130779,0.0,2128.0
7707,3,1,751,0.582,2,76,0.9,2,3,0,0,0,28.25943236,1.0,3.8489689285547177,0.0055959462700718,2129.0
7352,1,0,1315,0.635,2,66,0.71,2,5,0,1,0,37.32034715,1.0,3.827677309544521,0.0,2130.0
4119,1,1,1470,0.473,2,40,0.705,3,3,0,1,0,27.17606699,1.0,4.315624028043764,0.1129726297414942,2131.0
5977,3,1,0,0.729,3,86,0.75,3,2,0,1,0,11.99166755,2.0,5.470960050769832,0.3002117304302623,2132.0
3328,3,1,1245,0.615,2,71,0.748,3,4,0,1,0,37.91922201,2.0,3.834100693467099,0.0006003256344173,2133.0
884,5,0,0,0.618,3,89,0.552,3,2,0,0,0,4.274264899,1.0,5.888690883087191,0.3492566282278948,2134.0
1649,2,1,1164,0.458,2,61,0.847,3,4,0,1,0,44.47656482,2.0,3.9140572512295546,0.0199316801619433,2135.0
3162,2,1,1218,0.617,2,92,0.795,2,3,0,1,0,53.76325575,2.0,3.836861921324873,0.0001724137931034,2136.0
3629,4,0,0,0.596,3,84,0.793,3,2,0,0,1,6.519178249,1.0,5.517923992725191,0.30446742175938,2137.0
8551,5,0,6,0.764,3,92,0.608,3,2,0,0,1,2.615372492,2.0,6.928971171510421,0.4459157590962819,2138.0
8287,3,1,58,0.82,3,68,0.725,3,3,0,1,0,25.0848127,1.0,4.931337533241965,0.2213965082676372,2139.0
5473,4,0,1896,0.76,1,112,0.832,2,2,0,1,0,37.32034715,1.0,3.841135722530902,0.0,2140.0
7193,4,0,1480,0.597,3,26,0.597,3,3,0,0,0,8.793246094,3.0,9.623028201528228,0.6007105329539743,-1.0
5672,0,1,2466,0.681,2,39,0.913,2,4,0,0,0,30.72500277,1.0,4.050599041964961,0.0512618008242096,2142.0
6340,1,1,47,0.484,2,63,0.746,3,4,0,1,0,27.28165928,1.0,4.007859805776829,0.0407981785716182,2143.0
5823,5,0,1301,0.345,2,52,0.781,3,3,0,1,0,12.16842048,2.0,5.422981157281412,0.2905810256294753,2144.0
9778,4,0,0,0.804,3,99,0.805,3,2,0,1,0,29.02403103,1.0,4.160229443621586,0.0747817979442302,2145.0
7519,3,1,2450,0.568,3,28,0.598,3,3,0,0,1,6.615617269,2.0,6.61727379395393,0.4181216454692978,2146.0
9797,4,0,1464,0.835,3,92,0.552,3,1,0,1,0,37.11540217,2.0,4.30918368871025,0.1060896463775345,2147.0
9575,4,0,1026,0.602,3,42,0.626,2,2,1,1,0,14.16721426,1.0,6.313548095800583,0.3898144177138374,2148.0
3181,1,1,1779,0.506,3,24,0.459,3,3,0,0,0,4.410787466,2.0,6.64486919510292,0.4202004294473406,2149.0
262,3,1,2517,0.858,2,61,0.991,2,6,0,0,0,28.07327591,1.0,3.853698354952247,0.0,2150.0
4948,2,1,1454,0.716,2,38,0.451,1,5,0,1,0,38.31915732,2.0,3.8546866305649456,7.472755544477011e-05,2151.0
8091,4,0,1312,0.53,3,27,0.67,3,4,0,1,0,28.11599063,1.0,4.537806364595042,0.1503721782386658,2152.0
9001,4,0,1671,0.584,3,69,0.813,3,3,0,0,1,12.35140978,1.0,5.127522351025528,0.2474954954442605,2153.0
1625,3,1,0,0.716,3,78,0.775,3,2,0,0,1,10.15598301,2.0,6.17963579245486,0.3754947018456717,2154.0
5772,4,0,2423,0.763,3,82,0.823,3,6,0,1,0,27.28165928,1.0,4.011688281422746,0.0377791128309689,2155.0
224,4,0,1474,0.604,3,66,0.548,3,3,0,0,1,8.720379341,2.0,6.290702662379757,0.3860715387139561,2156.0
4423,3,1,809,0.644,3,49,0.667,2,5,0,0,0,30.15029422,1.0,4.176481945728116,0.0748064489146355,2157.0
4345,4,0,1685,0.731,3,50,0.539,3,4,0,0,0,29.97314471,1.0,4.422713192163277,0.1262334176386622,2158.0
2113,4,0,1858,0.637,2,62,0.566,3,5,0,1,0,47.95214208,1.0,3.8669438539161543,0.0003958868265247,2159.0
7589,3,1,2420,0.485,2,47,0.419,3,3,0,0,0,1.404682494,1.0,5.50399053347051,0.2975536609426155,2160.0
5348,2,1,41,0.949,2,81,0.789,1,6,0,1,0,37.11540217,1.0,3.867512388120085,0.0,2161.0
5985,1,1,1427,0.513,2,54,0.402,3,3,0,1,0,25.4396947,1.0,4.72200340504639,0.1805483717121337,2162.0
5069,4,0,0,0.546,3,80,0.759,3,2,0,0,1,6.924838408,2.0,6.749398831584654,0.4265297962974541,2163.0
1941,4,0,0,0.738,3,82,0.865,3,2,0,0,0,2.86101043,2.0,7.424969711645737,0.4786625086508762,2164.0
912,4,0,751,0.608,3,91,0.569,3,3,0,0,1,0.807283982,1.0,5.599117899248956,0.3084690883065117,2165.0
6350,4,0,1812,0.733,3,60,0.512,2,5,0,0,0,26.33681828,1.0,3.9190447741248686,0.0119696192981959,2166.0
5791,4,0,906,0.556,3,65,0.627,2,4,0,1,0,28.25362103,1.0,4.287577019695073,0.0968276898899011,2167.0
9132,4,1,73,0.578,3,31,0.614,3,4,0,1,0,28.23085351,3.0,7.454834653201328,0.4801917614321698,2168.0
4905,2,1,13,0.762,2,73,0.726,2,2,0,1,0,37.11540217,1.0,3.8765873768494914,0.0,2169.0
4431,1,1,1981,0.87,2,60,0.919,3,4,0,0,0,29.84464651,1.0,3.901621632473919,0.0062714358455317,2170.0
8365,4,0,6,0.713,3,87,0.595,3,2,0,0,1,5.849870755,1.0,5.5219808319795645,0.2978335637361256,2171.0
4621,4,0,2089,0.414,2,28,0.549,3,3,0,0,1,7.366318203,1.0,5.297614062532341,0.2678300939948464,2172.0
2080,5,0,1981,0.602,3,74,0.775,3,3,0,0,1,8.013005607,2.0,6.206013486408742,0.3747834398209465,2173.0
4607,4,0,2268,0.928,2,70,0.861,2,6,0,0,0,29.59081058,1.0,3.8806040930065095,0.0,2174.0
8003,3,1,1570,0.718,2,69,0.96,2,4,0,1,0,28.25362103,1.0,3.9047824884299054,0.0057222222222222,2175.0
8165,4,0,0,0.682,3,76,0.746,3,2,0,1,0,25.4396947,2.0,5.613471291222231,0.3083548902438887,2176.0
8528,4,0,714,0.66,2,105,0.496,3,2,0,1,0,37.91922201,2.0,3.885448655649778,0.0003958868265247,2177.0
7120,3,1,918,0.664,2,112,0.807,2,2,0,0,0,27.51257027,1.0,3.885073626225217,0.0,2178.0
9854,1,1,27,0.678,3,49,0.375,3,3,0,0,0,6.256657902,2.0,7.132185088887059,0.454950332525191,2179.0
6436,4,0,973,0.603,2,62,0.88,2,5,0,1,0,37.11540217,2.0,3.953453487501995,0.0165373856350646,2180.0
5437,3,1,0,0.629,2,91,0.433,2,6,0,1,0,26.69471,1.0,3.888102588087639,0.0,2181.0
5942,3,1,830,0.567,2,74,0.844,3,5,0,1,0,41.59685305,1.0,3.9400317733198698,0.0128536657829074,2182.0
8380,1,1,0,0.769,3,61,0.626,3,3,0,1,1,8.051056692,2.0,5.456094568919988,0.2869240115189105,2183.0
1735,2,1,19,0.719,3,119,0.851,3,2,0,0,1,3.4400498,1.0,5.888367407786933,0.3388687309422917,2184.0
1318,3,1,1087,0.413,2,44,0.54,3,3,0,0,1,19.33968447,1.0,5.4993873874044485,0.2920572182608812,2185.0
2914,3,1,2507,0.429,2,37,0.486,3,3,0,1,0,89.04522988,3.0,5.551127551606479,0.2985907223397581,2186.0
7302,4,0,2517,0.59,3,83,0.899,2,6,0,0,0,28.85347978,1.0,4.168002341977591,0.065776012522336,2187.0
6560,3,1,658,0.28,2,28,0.446,3,3,0,1,0,28.47169086,2.0,4.968734055461486,0.2160130710548556,2188.0
9935,4,0,1344,0.821,2,63,0.81,3,3,0,0,0,27.2829437,1.0,3.895666574526989,3.356896939435104e-05,2189.0
4448,2,1,906,0.761,2,68,0.666,3,6,0,1,0,37.32034715,1.0,3.896246351665656,3.356896939435104e-05,2190.0
2984,4,0,897,0.785,1,87,0.994,2,4,0,1,0,30.31303863,1.0,3.896460965666455,0.0,2191.0
8682,4,0,1621,0.683,3,40,0.603,3,3,0,1,1,1.548447061,1.0,6.959901599765463,0.4400000435175342,2192.0
9116,4,0,48,0.671,3,38,0.64,3,4,0,0,0,31.47644316,3.0,6.915021052797941,0.4362244209168424,2193.0
9571,4,0,34,0.591,2,104,0.792,2,2,0,0,0,44.75282794,2.0,3.926686040744512,0.0039365180597774,2194.0
9317,3,1,858,0.661,2,33,0.88,3,6,0,1,0,29.02403103,1.0,3.928556393441111,0.0043343224635822,2195.0
8734,3,1,1337,0.303,2,34,0.783,3,3,0,0,0,5.504296063,1.0,5.535588112088849,0.2930105940556003,2196.0
4066,2,1,0,0.584,2,50,0.787,3,3,0,1,0,28.1891182,1.0,4.3282920806906695,0.0955802340148766,2197.0
3345,4,0,0,0.757,3,74,0.837,3,2,0,1,0,30.31303863,2.0,5.332322057229517,0.2657829831004619,2198.0
6417,4,0,1518,0.642,3,50,0.881,3,3,1,0,1,1.513354993,1.0,6.254361620452066,0.3737743144696631,2199.0
1314,4,0,53,0.699,3,71,0.482,3,2,0,0,0,15.35324739,2.0,7.084309258692056,0.4470806291048487,2200.0
2443,3,1,1211,0.908,2,93,0.674,1,4,0,1,0,27.28165928,1.0,3.917483500284229,0.0,2201.0
4671,4,0,0,0.716,3,73,0.644,3,2,0,0,1,5.394919656,2.0,6.754417878493341,0.4190847338435683,2202.0
8229,2,1,807,0.522,2,15,0.701,3,3,0,1,0,29.02403103,1.0,4.350867178863531,0.0981087689563741,2203.0
9176,3,1,1426,0.602,2,105,0.851,2,3,0,1,0,27.28165928,1.0,3.925472510670984,0.0001318815032755,2204.0
6186,4,0,2482,0.612,3,37,0.862,3,3,0,1,0,28.11599063,3.0,7.819411691265867,0.4979803525864995,2205.0
7626,3,1,1478,0.357,2,31,0.499,3,3,0,1,0,53.76325575,3.0,5.31133162312879,0.2607493091951991,2206.0
6499,3,1,1338,0.796,2,81,0.514,2,3,0,1,0,47.95214208,1.0,3.927087639981445,0.0,2207.0
8978,4,0,51,0.88,1,90,0.573,3,2,0,1,0,37.11540217,1.0,3.928225735453582,4.840576464657656e-05,2208.0
4508,4,0,0,0.577,3,38,0.66,3,4,0,0,0,9.165955962,1.0,5.656437509400024,0.3053148887450462,2209.0
3659,1,1,0,0.542,2,10,0.597,3,3,0,1,0,27.28165928,1.0,4.288614219484451,0.0837047882939699,2210.0
3985,5,0,1953,0.622,2,68,0.867,3,2,0,1,0,20.22927931,1.0,4.593645268105921,0.1443914444846963,2211.0
309,3,1,1895,0.866,2,26,0.568,2,4,0,1,0,47.95214208,1.0,3.9555486316227535,0.0057412797532469,2212.0
7779,3,1,10,0.604,3,73,0.529,3,3,0,0,0,15.46163287,1.0,5.710180386289303,0.3111626959239316,2213.0
258,4,0,0,0.817,3,73,0.94,3,2,0,1,0,27.17606699,2.0,5.180198365292418,0.2406341623660043,2214.0
4404,5,1,0,0.709,2,73,0.76,2,2,0,1,0,41.59685305,2.0,4.553497173396696,0.1359171245421245,2215.0
1306,3,1,1937,0.544,2,30,0.626,1,6,0,1,0,27.28165928,1.0,3.941316759822219,0.0014532360109315,2216.0
1246,1,1,1434,0.848,2,72,0.855,2,6,0,1,0,27.28165928,1.0,3.938137473741721,0.0,2217.0
6131,3,1,2517,1.516,2,20,1.205,1,6,0,0,0,31.970219,1.0,4.019177958085032,0.0195878763320619,2218.0
7958,4,0,12,0.845,1,96,0.662,3,2,0,1,0,27.28165928,1.0,3.940949340548404,4.840576464657656e-05,2219.0
8992,4,0,1389,0.795,3,89,0.655,3,1,0,1,0,28.1891182,1.0,4.267425406041426,0.0765380210795695,2220.0
892,5,0,5,0.758,3,69,0.853,3,2,0,0,0,1.591754479,3.0,11.602756420883424,0.6603486535642814,-1.0
3278,3,1,1260,0.763,2,66,0.656,2,6,0,1,0,27.28165928,1.0,3.941063077251381,0.0,2222.0
9113,4,0,898,0.783,3,62,0.867,3,2,1,1,0,14.16721426,1.0,6.0652300845314535,0.3499867661873101,2223.0
6737,4,0,1369,0.761,3,82,0.996,2,2,0,1,0,28.25362103,1.0,3.958103895160604,0.0038518894189645,2224.0
9529,0,1,2095,0.652,3,31,0.514,3,3,0,0,1,6.658730022,1.0,8.365561726811364,0.5286402195379009,-1.0
2116,4,0,1007,0.902,2,94,0.707,3,4,0,1,0,27.28165928,1.0,3.9458843147272655,3.356896939435104e-05,2226.0
3570,2,1,1333,0.538,2,39,0.806,2,5,0,0,0,30.20961426,1.0,4.050366574746945,0.0257372397472762,2227.0
962,2,1,512,0.605,2,70,0.722,2,6,0,1,0,27.28165928,1.0,3.964607899664343,0.0046221209131425,2228.0
302,3,1,1248,0.686,3,37,0.756,3,3,0,0,0,3.526206768,1.0,5.879109387217556,0.3285124302264292,2229.0
2663,4,0,78,1.077,1,89,0.669,2,4,0,1,0,27.28165928,1.0,3.948061857921898,0.0,2230.0
8216,1,0,1299,0.635,2,92,0.648,2,3,0,1,0,27.28165928,1.0,3.948148460023233,0.0,2231.0
6305,1,1,7,0.762,2,80,0.864,3,2,0,0,0,28.26452912,1.0,3.949837421673483,4.840576464657656e-05,2232.0
8862,4,0,7,0.716,3,83,0.704,3,2,0,1,0,26.69471,2.0,5.475866915364842,0.2781937123162543,2233.0
8781,3,1,907,0.392,2,36,0.545,3,3,0,1,1,4.1131508,1.0,5.423374626864955,0.2705709849792138,2234.0
5384,4,0,1385,0.699,3,35,0.577,3,3,0,0,0,21.03733964,2.0,6.486541443395316,0.3901002719983201,2235.0
156,4,0,792,0.669,2,82,0.849,2,3,0,1,0,27.28165928,1.0,3.956160578366991,0.0,2236.0
3191,2,1,974,1.065,2,69,0.825,2,6,0,1,0,27.28165928,1.0,3.9572375116546414,0.0,2237.0
1666,4,1,489,0.726,3,30,0.73,3,3,0,0,0,15.48569665,3.0,10.34890668017922,0.617572273974352,-1.0
5509,2,1,1588,1.016,2,62,0.853,3,4,0,1,0,27.28165928,1.0,3.957854513662332,3.356896939435104e-05,2239.0
5154,3,1,1001,0.552,2,26,0.853,3,4,0,1,0,27.28165928,1.0,4.085846782028593,0.0313475093285428,2240.0
2675,5,0,1326,0.694,2,83,0.734,3,3,0,1,0,44.90738741,1.0,4.2824498340759485,0.0757512173207107,2241.0
1777,5,0,1464,0.727,2,75,0.8,2,5,0,1,0,27.28165928,1.0,3.998231265935685,0.0099464285714285,2242.0
7159,1,0,6,0.753,2,81,0.8,2,2,0,0,0,32.14265097,1.0,3.96061383098064,0.0,2243.0
3384,4,0,1850,0.727,2,76,0.589,3,3,0,1,0,32.39176535,1.0,3.961206977942756,3.356896939435104e-05,2244.0
2620,3,1,732,0.72,3,81,0.862,3,2,0,0,0,20.49980813,1.0,5.476026360375462,0.2765345648702171,2245.0
2366,1,1,987,1.001,2,57,0.703,3,2,0,0,0,28.07599753,2.0,4.863769707257221,0.1853769651370214,2246.0
8549,1,1,1424,0.764,2,85,1.016,2,4,0,1,0,28.1891182,1.0,3.962819738771481,0.0,2247.0
9716,4,0,1637,0.672,3,70,0.771,3,2,0,1,0,25.37313673,2.0,5.588929163701952,0.2909354993222661,2248.0
9772,3,1,2517,0.837,2,46,0.688,2,6,0,0,0,31.99961705,1.0,4.001771335508725,0.0095919926668848,2249.0
6797,4,0,1467,0.712,3,95,0.878,2,2,0,1,0,27.28165928,1.0,3.966376997197877,0.0005763556305594,2250.0
5678,4,0,1359,0.689,3,69,0.632,3,5,0,1,0,25.0848127,1.0,4.925030377976302,0.1948151486377053,2251.0
7524,3,1,2497,0.569,3,39,0.709,3,3,0,0,0,0.497230064,2.0,7.565339509530174,0.4756074388226528,2252.0
2995,4,0,0,0.639,2,42,0.712,3,5,0,1,0,47.95214208,2.0,4.148481940488311,0.0433728490074973,2253.0
3507,2,1,6,0.755,2,79,0.808,1,3,0,1,0,27.28165928,1.0,3.968975328731068,0.0,2254.0
3304,4,0,0,0.661,3,86,0.774,3,2,0,0,1,6.922851844,1.0,5.363168818007198,0.259695910283562,2255.0
2336,4,0,736,0.629,3,75,0.854,3,2,0,1,0,27.25955427,2.0,5.487954361203469,0.2763307977878919,2256.0
8195,5,1,1265,0.698,2,60,0.75,2,4,0,1,0,27.28165928,1.0,4.007695160084944,0.0089595575520644,2257.0
